S_USAFire_FireshedReg_FireshedOBJECTID,S_USAFire_FireshedReg_FireshedAREA_HA,S_USAFire_FireshedReg_FireshedFIRESHED_ID,S_USAFire_FireshedReg_FireshedFIRESHED_NAME,S_USAFire_FireshedReg_FireshedFIRESHED_CODE,S_USAFire_FireshedReg_FireshedFIRESHED_STATE,S_USAFire_FireshedReg_FireshedNOPAS,S_USAFire_FireshedReg_Fireshed_ExpOBJECTID,S_USAFire_FireshedReg_Fireshed_ExpFSHED_ID,S_USAFire_FireshedReg_Fireshed_ExpEXP_TOTAL,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONCONIFER_HIHAZ,S_USAFire_FireshedReg_Fireshed_ExpDIST_VS,S_USAFire_FireshedReg_Fireshed_ExpCRISIS_STRATEGY,S_USAFire_FireshedReg_Fireshed_ExpKEY_PERFORMANCE_INDICATOR,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpSTART_DATE,S_USAFire_FireshedReg_Fireshed_ExpEND_DATE
1371,105443,1394,"Coyote Springs, Wyoming",coyote_springs_wy,WY,10,9082,1394,0.03393755,,0.03393755,,9.078e-05,,0.03384677,,,,0.03393755,,,,,,,,2021,,,,5657,,486,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1372,104976,1396,"Bucks Lodge, California",bucks_lodge_ca,CA,11,9084,1396,6.98640321,4.06181256,2.92459065,0.05253509,,4.00927747,2.92459065,4.05248618,2.89511086,0.00932638,0.02947978,3.49577074,2.5131553,4.00165054,2.89511086,3.44652738,2.5131553,0.38223512,2021,USFS-Only,,104,316,30,59,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1373,134603,1397,"Pyramid, Nevada",pyramid_nv,NV,13,9085,1397,0.82675814,,0.82675814,,0.01710364,,0.80965451,,,,0.82675814,,,,,,,0.08150251,2021,,,,5659,,536,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1374,124805,1398,"Elko, Nevada",elko_nv,NV,12,9086,1398,260.45727345,0.50759313,259.94968032,0.50454607,0.36387814,0.00304706,259.58580218,0.20010168,0.0989747,0.30749145,259.85070562,0.00686992,,0.00012561,0.0989747,,,247.20702326,2021,All-Lands,,1634,2885,225,150,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1375,85380,1399,"Chats, California",chats_ca,CA,9,9087,1399,4.52152395,0.07622044,4.44530351,,0.21282371,0.07622044,4.2324798,,,0.07622044,4.44530351,,,,,,,0.55413129,2021,,,,5660,,241,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1376,122822,1400,"Baldy Peak, Utah",baldy_peak_ut,UT,12,9088,1400,0.29747634,0.01183875,0.28563758,0.01151822,,0.00032053,0.28563758,0.0108039,0.10585221,0.00103486,0.17978537,0.00118265,5.63e-06,0.00032053,0.10585221,1.199e-05,5.63e-06,0.08418847,2021,,,1590,2839,218,147,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1377,79898,1401,"Mers Hill, Wyoming",mers_hill_wy,WY,8,9089,1401,0.56678166,,0.56678166,,9.413e-05,,0.56668754,,,,0.56678166,,,,,,,,2021,,,,5661,,488,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1378,82581,1402,"Chugwater, Wyoming",chugwater_wy,WY,8,9090,1402,1.0968567,,1.0968567,,,,1.0968567,,,,1.0968567,,,,,,,,2021,,,,5662,,489,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1379,136002,1403,"Albion, California",albion_ca,CA,14,9091,1403,10.29848802,,10.29848802,,1.42798713,,8.87050089,,8.45920683,,1.83928119,,1.45554072,,7.13388961,,1.42340299,4.90551751,2021,,,,303,,56,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1380,112558,1404,"Barth, Nevada",barth_nv,NV,11,9092,1404,3.59812838,,3.59812838,,,,3.59812838,,,,3.59812838,,,,,,,1.76391089,2021,,,,5663,,537,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1381,141834,1405,"Ogden, Utah",ogden_ut,UT,14,9093,1405,24.22745228,6.57874601,17.64870627,5.12642964,0.93908804,1.45231636,16.70961824,4.66407284,5.13467974,1.91467318,12.51402653,0.19040715,0.09251043,0.8296035,4.94641354,0.05757567,0.06600771,10.71818808,2021,,,280,369,22,15,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1382,116407,1406,"Sweeney Ranch, Wyoming",sweeney_ranch_wy,WY,11,9094,1406,0.0464393,,0.0464393,,,,0.0464393,,0,,0.0464393,,0,,0,,0,,2021,,,,5664,,490,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1383,89463,1407,"Lovelock, Nevada",lovelock_nv,NV,9,9095,1407,0.24587404,,0.24587404,,0.00119518,,0.24467886,,,,0.24587404,,,,,,,0.00818295,2021,,,,5665,,538,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1384,85497,1408,"Elaine, Nevada",elaine_nv,NV,8,9096,1408,0.16539936,,0.16539936,,0,,0.16539936,,0,,0.16539936,,0,,0,,0,0.11854911,2021,,,,5666,,539,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1385,112208,1409,"Creston Junction, Wyoming",creston_junction_wy,WY,11,9097,1409,0,,0,,0,,0,,0,,0,,,,0,,,,2021,,,,5667,,491,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1386,72084,1410,"Betty O'Neal, Nevada",betty_o'neal_nv,NV,7,9098,1410,0.65051497,,0.65051497,,,,0.65051497,,0.0013372,,0.64917777,,0.0013372,,0.0013372,,0.0013372,0.09437712,2021,,,,4681,,342,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1387,91446,1411,"Evanston, Wyoming",evanston_wy,WY,9,9099,1411,5.95307493,,5.95307493,,0.0092286,,5.94384633,,0,,5.95307493,,,,0,,,,2021,,,,5668,,540,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1388,106026,1412,"Harper, Wyoming",harper_wy,WY,10,9100,1412,0.04915,,0.04915,,,,0.04915,,,,0.04915,,,,,,,,2021,,,,5669,,492,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1389,101593,1413,"Arthur, Nevada",arthur_nv,NV,10,9101,1413,2.03732605,0.36322625,1.67409981,0.30398102,0.01440963,0.05924521,1.65969018,0.07644405,0.04163739,0.28678221,1.63246242,0.00934278,0.00400434,0.00108336,0.04163739,0.00031639,0.00400434,1.42981996,2021,,,1490,3449,195,190,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1390,103110,1414,"Willows, California",willows_ca,CA,10,9102,1414,2.11097016,,2.11097016,,0.06587524,,2.04509492,,,,2.11097016,,,,,,,0.26516019,2021,,,,5670,,242,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1391,100894,1415,"Clifside, Nevada",clifside_nv,NV,10,9103,1415,0.11510617,,0.11510617,,0,,0.11510617,,0.00440228,,0.11070389,,0.00440228,,0.00440228,,0.00440228,0.07710863,2021,,,,4395,,304,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1392,115474,1416,"Portola, California",portola_ca,CA,11,9104,1416,30.2196065,11.0393095,19.18029701,0.81895383,1.10739492,10.22035567,18.07290209,8.85892053,9.22045515,2.18038896,9.95984185,8.53045768,8.99709981,8.38985702,8.88402772,8.06139418,8.66067238,4.931885,2021,All-Lands,,53,129,16,28,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1393,89929,1417,"Bassetts, California",bassetts_ca,CA,9,9105,1417,12.39714093,9.01116953,3.38597141,0.86341086,1.10362217,8.14775865,2.28234924,8.30944645,3.1189722,0.70172309,0.26699921,6.97400881,2.85514015,7.49415727,2.13093878,6.30869035,1.94503536,0.24800621,2021,USFS-Only,,60,232,18,49,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1394,128187,1418,"Barkerville, California",barkerville_ca,CA,12,9106,1418,6.26015393,0.9154971,5.34465683,,0.0043199,0.9154971,5.34033693,,,0.9154971,5.34465683,,,,,,,1.78696519,2021,,,,5671,,243,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1395,78499,1419,"Roy, Utah",roy_ut,UT,8,9107,1419,6.23485348,,6.23485348,,1.54626005,,4.68859343,,,,6.23485348,,,,,,,0.44886053,2021,,,,5672,,541,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1396,100427,1420,"West Wendover, Nevada",west_wendover_nv,NV,10,9108,1420,0.08582974,,0.08582974,,0,,0.08582974,,0.00235531,,0.08347443,,0.00177673,,0.00235531,,0.00177673,0.000465,2021,,,,4545,,325,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1397,90513,1421,"Central Rochester, Nevada",central_rochester_nv,NV,9,9109,1421,0.11464154,,0.11464154,,,,0.11464154,,0,,0.11464154,,0,,0,,0,0.07545044,2021,,,,5673,,542,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1398,82814,1422,"Lyman, Wyoming",lyman_wy,WY,8,9110,1422,2.68318389,,2.68318389,,0.00500268,,2.67818121,,,,2.68318389,,,,,,,,2021,,,,5674,,543,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1399,122705,1423,"Oroville, California",oroville_ca,CA,12,9111,1423,50.97302218,0.57180367,50.40121851,,0.82630453,0.57180367,49.57491398,0.56945517,7.57485547,0.0023485,42.82636304,0.25201616,6.73058974,0.56945517,7.57485547,0.25201616,6.73058974,27.95738054,2021,All-Lands,,350,269,75,53,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1400,111974,1424,"Gridley, California",gridley_ca,CA,10,9112,1424,4.02525181,,4.02525181,,0.07510419,,3.95014762,,,,4.02525181,,,,,,,0.00015205,2021,,,,5675,,244,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1401,94362,1425,"Fair Play, Nevada",fair_play_nv,NV,10,9113,1425,2.05348362,1.59983657,0.45364705,1.50132788,0.00018394,0.09850868,0.45346311,0.5099522,0.06555547,1.08988437,0.38809158,0.02698772,0.00491977,0.00569206,0.06555547,,0.00491977,0.24173521,2021,,,1296,3119,165,166,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1402,80948,1426,"Cedar Mountain, Wyoming",cedar_mountain_wy,WY,8,9114,1426,0.03835398,0.00036965,0.03798434,,,0.00036965,0.03798434,0.00026658,0.00232229,0.00010307,0.03566204,0.00013612,0.00030682,0.00026658,0.00232229,0.00013612,0.00030682,,2021,,,1601,4527,219,320,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1403,111974,1427,"Ukiah, California",ukiah_ca,CA,11,9115,1427,24.13029357,,24.13029357,,,,24.13029357,,5.48719142,,18.64310216,,5.02084001,,5.48719142,,5.02084001,6.43509692,2021,,,,384,,69,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1404,105209,1428,"Squaw Hollow, Wyoming",squaw_hollow_wy,WY,10,9116,1428,0.0171,4.817e-05,0.01705183,4.817e-05,0,,0.01705183,,,4.817e-05,0.01705183,,,,,,,,2021,,,,5676,,544,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1405,100310,1429,"Elk Mountain 1,  Wyoming",elk_mountain_1_wy,WY,10,9117,1429,0.63721431,0.04447305,0.59274127,0.00115043,0.03789475,0.04332261,0.55484652,0.04215006,0.06757737,0.00232299,0.5251639,0.03642411,0.06362518,0.04122052,0.04425934,0.03576079,0.04030716,6.77e-05,2021,,,958,2990,106,165,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1406,102993,1430,"Brinton, Wyoming",brinton_wy,WY,10,9118,1430,0.4229075,,0.4229075,,,,0.4229075,,0.00082207,,0.42208543,,0.00075318,,0.00082207,,0.00075318,,2021,,,,4781,,357,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1407,98094,1431,"Sebastopol, California",sebastopol_ca,CA,9,9119,1431,60.42848064,3.75564834,56.6728323,,1.49130623,3.75564834,55.18152607,3.58009127,45.93088789,0.17555707,10.74194441,2.40390146,31.17424243,3.58009127,44.97194267,2.40390146,30.79174135,22.82061009,2021,All-Lands,,113,28,33,9,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1408,105209,1432,"Alleghany, California",alleghany_ca,CA,10,9120,1432,36.37960346,17.35840038,19.02120309,0.65912424,0.21897111,16.69927614,18.80223198,17.24080526,18.5682145,0.11759511,0.45298859,12.87609825,14.79703441,16.58168102,18.34924339,12.45917871,14.69271599,3.95131551,2021,All-Lands,,16,49,6,15,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1409,101943,1433,"Clemens, Nevada",clemens_nv,NV,10,9121,1433,0.04584603,,0.04584603,,0,,0.04584603,,0,,0.04584603,,0,,0,,0,0,2021,,,,5677,,545,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1410,100427,1434,"Bullion, Nevada",bullion_nv,NV,10,9122,1434,0.61004372,,0.61004372,,,,0.61004372,,0.03431385,,0.57572986,,0.03389744,,0.03431385,,0.03389744,0.16820618,2021,,,,3578,,200,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1411,94362,1435,"Camel Rock, Wyoming",camel_rock_wy,WY,9,9123,1435,0,,0,,,,0,,,,0,,,,,,,,2021,,,,5678,,493,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1412,83514,1436,"Buckhorn, Nevada",buckhorn_nv,NV,8,9124,1436,0.50585405,,0.50585405,,,,0.50585405,,7.959e-05,,0.50577446,,7.959e-05,,7.959e-05,,7.959e-05,0.13321882,2021,,,,5052,,395,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1413,94012,1438,"Altamont, Wyoming",altamont_wy,WY,9,9126,1438,1.65836246,0.16341749,1.49494497,0.00423284,0.00820331,0.15918465,1.48674166,0.14168084,0.75966972,0.02173664,0.73527525,0.09598652,0.17641604,0.137448,0.75966972,0.09175367,0.17641604,0.02763726,2021,,,695,1282,80,46,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1414,126088,1439,"Reno, Nevada",reno_nv,NV,12,9127,1439,30.43254655,5.03128824,25.40125831,0.18975319,0.02794538,4.84153505,25.37331293,0.02426652,0.00099765,5.00702172,25.40026065,0.02426652,0.00099765,0.02426652,0.00099765,0.02426652,0.00099765,0.31822343,2021,,,1074,3727,135,223,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1415,74883,1440,"Dodge, Nevada",dodge_nv,NV,7,9128,1440,0.56954153,,0.56954153,,0.00012156,,0.56941997,,,,0.56954153,,,,,,,0.00146805,2021,,,,5680,,546,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1416,120023,1441,"Blackburn, Nevada",blackburn_nv,NV,12,9129,1441,2.71089019,,2.71089019,,,,2.71089019,,0.01684716,,2.69404302,,0.0167838,,0.01684716,,0.0167838,1.83693598,2021,,,,3920,,242,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1417,103693,1442,"Sprucemont, Nevada",sprucemont_nv,NV,10,9130,1442,0.0359,,0.0359,,,,0.0359,,0,,0.0359,,0,,0,,0,0.02713953,2021,,,,5681,,547,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1418,116757,1443,"Morgan, Utah",morgan_ut,UT,11,9131,1443,14.34482579,0.43864238,13.90618341,0.08696419,0.66173733,0.35167818,13.24444608,0.43864238,6.48400938,,7.42217404,,0.30145134,0.35167818,6.28442813,,0.28511571,10.10967319,2021,,,449,328,40,13,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1419,109058,1444,"South Baxter, Wyoming",south_baxter_wy,WY,11,9132,1444,0.21357378,0.01237678,0.201197,0.01237678,0,,0.201197,,0.00379299,0.01237678,0.19740402,,0,,0.00379299,,0,0,2021,,,,4428,,310,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1420,91796,1445,"Barro, Utah",barro_ut,UT,9,9133,1445,0,,0,,,,0,,,,0,,,,,,,,2021,,,,5682,,548,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1421,122589,1446,"Aragonite, Utah",aragonite_ut,UT,12,9134,1446,0,,0,,0,,0,,,,0,,,,,,,0,2021,,,,5683,,549,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1422,92146,1447,"Fort LaClede, Wyoming",fort_laclede_wy,WY,9,9135,1447,0,,0,,0,,0,,,,0,,,,,,,,2021,,,,5684,,495,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1423,80482,1448,"Bolivia, Nevada",bolivia_nv,NV,8,9136,1448,0.06682688,,0.06682688,,0,,0.06682688,,0.0119034,,0.05492348,,0.0119034,,0.0119034,,0.0119034,0.00780429,2021,,,,4063,,265,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1424,106259,1449,"Dry Creek, Nevada",dry_creek_nv,NV,10,9137,1449,20.74085687,0.28053712,20.46031976,0.21821114,1.91530379,0.06232595,18.54501597,0.02543887,0.00108748,0.25509828,20.45923229,7.47e-05,,1.51e-05,0.00108748,1.51e-05,,18.26210346,2021,All-Lands,,1683,4722,229,345,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1425,101593,1450,"Church Butte, Wyoming",church_butte_wy,WY,10,9138,1450,0,,0,,0,,0,,,,0,,,,,,,,2021,,,,5685,,496,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1426,77099,1451,"Colusa, California",colusa_ca,CA,7,9139,1451,2.21939769,,2.21939769,,0.20707653,,2.01232116,,,,2.21939769,,,,,,,0.07802595,2021,,,,5686,,245,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1427,115240,1452,"McCoy, Nevada",mccoy_nv,NV,11,9140,1452,0.22956667,,0.22956667,,,,0.22956667,,8.152e-05,,0.22948514,,8.152e-05,,8.152e-05,,8.152e-05,0.19682346,2021,,,,5048,,393,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1428,80195,1453,"Indian Hill, Wyoming",indian_hill_wy,WY,8,9141,1453,0.32368743,,0.32368743,,,,0.32368743,,,,0.32368743,,,,,,,,2021,,,,5687,,497,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1429,102527,1454,"Point Arena, California",point_arena_ca,CA,8,9142,1454,5.00961872,,5.00961872,,0.38521317,,4.62440556,,3.83749149,,1.17212723,,0.73632298,,3.56145657,,0.65797759,1.53237608,2021,,,,554,,84,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1430,106842,1455,"Fillmore, Nevada",fillmore_nv,NV,10,9143,1455,0.01838231,,0.01838231,,0.00042397,,0.01795834,,,,0.01838231,,,,,,,0,2021,,,,5688,,550,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1431,101360,1456,"Jersey, Nevada",jersey_nv,NV,10,9144,1456,0.20624828,,0.20624828,,0.04672983,,0.15951845,,0.01457956,,0.19166873,,0.01454197,,0.00029486,,0.00025727,0.00139184,2021,,,,4926,,373,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1432,81881,1457,"Loyalton, California",loyalton_ca,CA,8,9145,1457,7.35119932,4.25945563,3.09174369,0.15338899,1.26272876,4.10606665,1.82901493,2.27249324,0.26178237,1.98696239,2.82996133,2.27249324,0.26178237,2.16790972,0.26012901,2.16790972,0.26012901,0.66783906,2021,USFS-Only,,161,727,41,95,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1433,103343,1458,"Cressid, Nevada",cressid_nv,NV,10,9146,1458,0.02069384,,0.02069384,,0.01325114,,0.00744271,,,,0.02069384,,,,,,,,2021,,,,5689,,551,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1434,113724,1459,"Blair, Utah",blair_ut,UT,11,9147,1459,0,,0,,0,,0,,,,0,,,,,,,,2021,,,,5690,,552,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1435,102060,1460,"Black Forest, Nevada",black_forest_nv,NV,10,9148,1460,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2021,,,,5691,,553,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1436,69168,1461,"Castle Rock, Utah",castle_rock_ut,UT,7,9149,1461,0.98002128,,0.98002128,,0.00766113,,0.97236015,,0.57095072,,0.40907056,,0.00298451,,0.56938054,,0.00298451,0.35933345,2021,,,,1595,,66,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1437,110691,1462,"Bosler, Wyoming",bosler_wy,WY,11,9150,1462,0.31962467,,0.31962467,,0.00036746,,0.31925722,,0.00330064,,0.31632404,,0.00330064,,0.00330064,,0.00330064,,2021,,,,4460,,318,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1438,107775,1463,"Bonneville Center, Utah",bonneville_center_ut,UT,10,9151,1463,5.41286738,,5.41286737,,8.8e-06,,5.41285858,,,,5.41286737,,,,,,,2.9112788,2021,,,,5692,,554,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1439,124222,1464,"Arlington, Wyoming",arlington_wy,WY,12,9152,1464,0.59057106,0.49187351,0.09869754,0.20359845,0.0127755,0.28827505,0.08592204,0.45700548,0.02005311,0.03486804,0.07864444,0.44441384,0.01475809,0.2854222,0.0192016,0.28048756,0.01410268,4.668e-05,2021,,,503,2057,48,102,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1440,120139,1465,"Williams, California",williams_ca,CA,12,9153,1465,1.44081932,,1.44081932,,0.06546663,,1.37535269,,,,1.44081932,,,,,,,0.39696164,2021,,,,5693,,246,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1441,120023,1466,"Bald Mountain, Utah",bald_mountain_ut,UT,13,9154,1466,0.35266811,0.12278241,0.22988569,0.02751764,,0.09526479,0.22988569,0.11864309,0.03637064,0.00413936,0.19351506,0.11485022,0.02117765,0.09128225,0.03637064,0.08748938,0.02117765,0.00157439,2021,,,779,2699,97,138,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1442,104160,1467,"Old Haymaker Place, Wyoming",old_haymaker_place_wy,WY,10,9155,1467,0.1674809,0.00513645,0.16234445,0.00089663,0.00074284,0.00423982,0.16160161,0.00471625,0.00045607,0.0004202,0.16188837,0.00460808,0.00029846,0.00403369,0.00045607,0.00392551,0.00029846,,2021,,,1351,4385,163,309,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1443,98911,1468,"Clearlake, California",clearlake_ca,CA,10,9156,1468,33.00505426,0.32196927,32.68308499,0.32196927,2.04110118,,30.64198381,0.1296896,4.47771723,0.19227967,28.20536777,0.1296896,4.37580125,,4.28041748,,4.1785015,11.77416406,2021,,,,458,,77,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1444,111624,1469,"Black Point, Nevada",black_point_nv,NV,11,9157,1469,0.00871153,,0.00871153,,2.958e-05,,0.00868195,,9.63e-06,,0.0087019,,9.63e-06,,9.44e-06,,9.44e-06,0,2021,,,,5162,,410,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1445,124105,1470,"Dexterville, Wyoming",dexterville_wy,WY,12,9158,1470,0.05993208,0.02301639,0.0369157,0.01034124,0,0.01267515,0.0369157,0.02212267,0.00678534,0.00089372,0.03013036,0.0143251,0.00060087,0.01181924,0.00678534,0.00833494,0.00060087,0.0007354,2021,,,1195,3878,141,247,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1446,125738,1471,"Baldy Butte, Wyoming",baldy_butte_wy,WY,12,9159,1471,0.04245,,0.04245,,0,,0.04245,,,,0.04245,,,,,,,,2021,,,,5694,,498,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1447,117340,1472,"Rock River, Wyoming",rock_river_wy,WY,11,9160,1472,0.46191711,,0.46191711,,0.00029018,,0.46162694,,,,0.46191711,,,,,,,,2021,,,,5695,,499,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1448,79315,1473,"Salt Lake City, Utah",salt_lake_city_ut,UT,8,9161,1473,11.1175984,3.77040729,7.3471911,1.70615451,0.27083658,2.06425278,7.07635453,2.73498734,1.72704115,1.03541996,5.62014995,0.0619143,0.02860533,1.42959767,1.58933456,0.0559418,0.02860533,4.58836278,2021,,,211,629,18,25,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1449,115007,1474,"Burmester, Utah",burmester_ut,UT,11,9162,1474,1.05179831,0.04988327,1.00191504,0.03235641,0.00678722,0.01752686,0.99512782,0.00121744,0.00835226,0.04866583,0.99356278,,0.00197481,,0.00660491,,0.00197481,0.31923257,2021,,,,4263,,280,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1450,109058,1475,"Baltimore Town, California",baltimore_town_ca,CA,10,9163,1475,4.40393412,2.5851523,1.81878183,0.30590383,0.08617321,2.27924846,1.73260858,2.32777117,1.57332979,0.25738111,0.24545204,2.02980479,1.29075246,2.1441191,1.50945825,1.88751704,1.22765473,0.1528447,2021,USFS-Only,,162,535,42,80,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1451,129704,1476,"Yuba City, California",yuba_city_ca,CA,13,9164,1476,26.36594398,,26.36594398,,0.48674998,,25.879194,,0.1247447,,26.24119928,,0.09190334,,0.1247447,,0.09190334,6.49951267,2021,,,,2713,,181,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1452,123288,1477,"Horse Creek, Wyoming",horse_creek_wy,WY,11,9165,1477,1.14352879,0.0378327,1.1056961,,0.04431774,0.0378327,1.06137836,0.01235199,0.00020705,0.02548071,1.10548906,0.01235199,0.00020705,0.01235199,0.00020673,0.01235199,0.00020673,1.263e-05,2021,,,1187,4035,139,264,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1453,101477,1478,"Saratoga, Wyoming",saratoga_wy,WY,10,9166,1478,1.22851963,0.10302892,1.1254907,0.02189381,0.08089371,0.08113511,1.04459698,0.0816973,0.0648303,0.02133161,1.06066039,0.04365299,0.01206885,0.06285111,0.0648303,0.03450938,0.01206885,0.00073646,2021,,,867,2698,88,143,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
1454,78849,1479,"Greenhough Place, Wyoming",greenhough_place_wy,WY,8,9167,1479,0.04833598,,0.04833598,,0.00943269,,0.03890329,,0.01034915,,0.03798683,,0.01034915,,0.00603773,,0.00603773,0.00275475,2021,,,,4295,,297,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
